,Title,Director,Cast,TMDB_id,overview,genre,actorname_1,actorname_2,actorname_3,tag_all,tag_1,tag_2
1274,Saranalayam,Rasu Jeganathan,"Ashwin Kumar, Sri Priyanka, Singampuli",501375,"Saranalayam is a Tamil movie released on 26 Jan, 2018. The movie is directed by Irasu Jaganathan and featured Ashwin Kumar and Sri Priyanka as lead characters",Thriller Action Romance,Ashwin Kumar, Sri Priyanka, Singampuli,"Saranalayam is a Tamil movie released on 26 Jan, 2018. The movie is directed by Irasu Jaganathan and featured Ashwin Kumar and Sri Priyanka as lead characters Thriller Action Romance Rasu Jeganathan Ashwin Kumar  Sri Priyanka  Singampuli","Thriller Action Romance Rasu Jeganathan Ashwin Kumar  Sri Priyanka Saranalayam is a Tamil movie released on 26 Jan, 2018. The movie is directed by Irasu Jaganathan and featured Ashwin Kumar and Sri Priyanka as lead characters",Thriller Action Romance Rasu Jeganathan Ashwin Kumar  Singampuli
1275,Madura Veeran,P. G. Muthiah,"Shanmugapandian, Meenakshi, Samuthirakani",488356,"Durai returns to his village from Malaysia after 20 years in the pretext of getting married. However, his prime aim is to conduct jallikattu along with the panchayats of five neighbouring villages and fulfill his father's dream. Will he succeed?",Action Family,Shanmugapandian, Meenakshi, Samuthirakani,"Durai returns to his village from Malaysia after 20 years in the pretext of getting married. However, his prime aim is to conduct jallikattu along with the panchayats of five neighbouring villages and fulfill his father's dream. Will he succeed? Action Family P. G. Muthiah Shanmugapandian  Meenakshi  Samuthirakani","Action Family P. G. Muthiah Shanmugapandian  Meenakshi Durai returns to his village from Malaysia after 20 years in the pretext of getting married. However, his prime aim is to conduct jallikattu along with the panchayats of five neighbouring villages and fulfill his father's dream. Will he succeed?",Action Family P. G. Muthiah Shanmugapandian  Samuthirakani
1276,Oru Nalla Naal Paathu Solren,P. Arumugakumar,"Vijay Sethupathi, Gautham Karthik, Niharika Konidela, Gayathrie",456625,"A tribal leader comes to the city to kidnap the girl whom he has sworn to marry. But a bumbling college boy, whom the girl has a soft corner for, stands in his way.",Adventure Comedy Action,Vijay Sethupathi, Gautham Karthik, Niharika Konidela,"A tribal leader comes to the city to kidnap the girl whom he has sworn to marry. But a bumbling college boy, whom the girl has a soft corner for, stands in his way. Adventure Comedy Action P. Arumugakumar Vijay Sethupathi  Gautham Karthik  Niharika Konidela","Adventure Comedy Action P. Arumugakumar Vijay Sethupathi  Gautham Karthik A tribal leader comes to the city to kidnap the girl whom he has sworn to marry. But a bumbling college boy, whom the girl has a soft corner for, stands in his way.",Adventure Comedy Action P. Arumugakumar Vijay Sethupathi  Niharika Konidela
1277,Padaiveeran,Dhana,"Vijay Yesudas, Amritha Aiyer, Akhil, Bharathiraja",443810,"A care-free youngster sets out to become a cop and comes back to his village to control a riot. He realises that he has to take on people, who are close to him, to manage the situation.",Drama Action,Vijay Yesudas, Amritha Aiyer, Akhil,"A care-free youngster sets out to become a cop and comes back to his village to control a riot. He realises that he has to take on people, who are close to him, to manage the situation. Drama Action Dhana Vijay Yesudas  Amritha Aiyer  Akhil","Drama Action Dhana Vijay Yesudas  Amritha Aiyer A care-free youngster sets out to become a cop and comes back to his village to control a riot. He realises that he has to take on people, who are close to him, to manage the situation.",Drama Action Dhana Vijay Yesudas  Akhil
1278,Visiri,Vetri Mahalingam,"Ram Saravanannn, Raaj Suriya, Ramona Stephani",521881,Visiri revolves around rival fights between the two biggest stars of Kollywood - Thala Ajith fans and Thalapathy Vijay fans.,Drama,Ram Saravanannn, Raaj Suriya, Ramona Stephani,Visiri revolves around rival fights between the two biggest stars of Kollywood - Thala Ajith fans and Thalapathy Vijay fans. Drama Vetri Mahalingam Ram Saravanannn  Raaj Suriya  Ramona Stephani,Drama Vetri Mahalingam Ram Saravanannn  Raaj Suriya Visiri revolves around rival fights between the two biggest stars of Kollywood - Thala Ajith fans and Thalapathy Vijay fans.,Drama Vetri Mahalingam Ram Saravanannn  Ramona Stephani
1279,Yemaali,V. Z. Durai,"Samuthirakani, Sam Jones, Athulya Ravi",451434,"Yemaali is the story of Maali and his brother-from-another-mother, Aravind, and how they plan on killing Maali’s ex-girlfriend. They even call the ‘project’ Yemaali, a wordplay on both their names. But why do they want to kill this girl? Because she broke up with him, of course.",Thriller Romance,Samuthirakani, Sam Jones, Athulya Ravi,"Yemaali is the story of Maali and his brother-from-another-mother, Aravind, and how they plan on killing Maali’s ex-girlfriend. They even call the ‘project’ Yemaali, a wordplay on both their names. But why do they want to kill this girl? Because she broke up with him, of course. Thriller Romance V. Z. Durai Samuthirakani  Sam Jones  Athulya Ravi","Thriller Romance V. Z. Durai Samuthirakani  Sam Jones Yemaali is the story of Maali and his brother-from-another-mother, Aravind, and how they plan on killing Maali’s ex-girlfriend. They even call the ‘project’ Yemaali, a wordplay on both their names. But why do they want to kill this girl? Because she broke up with him, of course.",Thriller Romance V. Z. Durai Samuthirakani  Athulya Ravi
1280,Kalakalappu 2,Sundar C.,"Jiiva, Jai, Shiva, Nikki Galrani, Catherine Tresa",493103,"An ex-minister tries to get back a laptop containing the details about his corrupt wealth , but his auditor blackmails him for money. Meanwhile, three young men, with their own problems, get involved in this.",Action Comedy,Jiiva, Jai, Shiva,"An ex-minister tries to get back a laptop containing the details about his corrupt wealth , but his auditor blackmails him for money. Meanwhile, three young men, with their own problems, get involved in this. Action Comedy Sundar C. Jiiva  Jai  Shiva","Action Comedy Sundar C. Jiiva  Jai An ex-minister tries to get back a laptop containing the details about his corrupt wealth , but his auditor blackmails him for money. Meanwhile, three young men, with their own problems, get involved in this.",Action Comedy Sundar C. Jiiva  Shiva
1281,Nari Vettai,Akash Sudhakar,"Akash Sudhakar, Mahalakshmi, King Kong",521885,Directed by Akash Sudhakar.,Drama,Akash Sudhakar, Mahalakshmi, King Kong,Directed by Akash Sudhakar. Drama Akash Sudhakar Akash Sudhakar  Mahalakshmi  King Kong,Drama Akash Sudhakar Akash Sudhakar  Mahalakshmi Directed by Akash Sudhakar.,Drama Akash Sudhakar Akash Sudhakar  King Kong
1282,Savarakathi,G. R. Adithya,"Ram, Mysskin, Poorna",410482,"A barber has a skirmish with a gangster on the road, and this encounter results in him running all over the city to save himself.",Drama Family,Ram, Mysskin, Poorna,"A barber has a skirmish with a gangster on the road, and this encounter results in him running all over the city to save himself. Drama Family G. R. Adithya Ram  Mysskin  Poorna","Drama Family G. R. Adithya Ram  Mysskin A barber has a skirmish with a gangster on the road, and this encounter results in him running all over the city to save himself.",Drama Family G. R. Adithya Ram  Poorna
1283,Sollividava,Arjun,"Chandan Kumar, Aishwarya Arjun",462201,"Two journalists, both working for two different news channels don't really like each other, but the equation between them changes when fate puts the two of them together in the warring backdrop of Kargil.",Action Drama Romance,Chandan Kumar, Aishwarya Arjun,unknown,"Two journalists, both working for two different news channels don't really like each other, but the equation between them changes when fate puts the two of them together in the warring backdrop of Kargil. Action Drama Romance Arjun Chandan Kumar  Aishwarya Arjun unknown","Action Drama Romance Arjun Chandan Kumar  Aishwarya Arjun Two journalists, both working for two different news channels don't really like each other, but the equation between them changes when fate puts the two of them together in the warring backdrop of Kargil.",Action Drama Romance Arjun Chandan Kumar unknown
1284,Manushanaa Nee,Ghazali,"Saleem, Anu Krishna, Subbu Panchu",505687,"Many youngsters reportedly go missing from the State and police starts investigating the mystery cases. As this happens, a person is treated by a doctor after he gets injured in a fight. He is administered a medicine which is under testing and he gets super human powers. There are also side-effects to the medicine which makes his body decay at a rapid pace. What happens next, what is the medicine that was administered to the hero, what link this has to the missing youngsters forms the rest of the story.",Thriller Crime,Saleem, Anu Krishna, Subbu Panchu,"Many youngsters reportedly go missing from the State and police starts investigating the mystery cases. As this happens, a person is treated by a doctor after he gets injured in a fight. He is administered a medicine which is under testing and he gets super human powers. There are also side-effects to the medicine which makes his body decay at a rapid pace. What happens next, what is the medicine that was administered to the hero, what link this has to the missing youngsters forms the rest of the story. Thriller Crime Ghazali Saleem  Anu Krishna  Subbu Panchu","Thriller Crime Ghazali Saleem  Anu Krishna Many youngsters reportedly go missing from the State and police starts investigating the mystery cases. As this happens, a person is treated by a doctor after he gets injured in a fight. He is administered a medicine which is under testing and he gets super human powers. There are also side-effects to the medicine which makes his body decay at a rapid pace. What happens next, what is the medicine that was administered to the hero, what link this has to the missing youngsters forms the rest of the story.",Thriller Crime Ghazali Saleem  Subbu Panchu
1285,Melnaattu Marumagan,MSS,"Rajkamal, Andreanne Nouyrigat",521888,"Melnaattu Marumagan (English: Westernised Son-in-law) is a 2018 Tamil action film directed by MSS and produced by Mano Udhayakumar of Udhaya Creations. The film stars Rajkamal and Andreanne Nouyrigat in the leading roles, with Lollu Sabha Manohar and Muthukaalai in supporting roles.",Drama,Rajkamal, Andreanne Nouyrigat,unknown,"Melnaattu Marumagan (English: Westernised Son-in-law) is a 2018 Tamil action film directed by MSS and produced by Mano Udhayakumar of Udhaya Creations. The film stars Rajkamal and Andreanne Nouyrigat in the leading roles, with Lollu Sabha Manohar and Muthukaalai in supporting roles. Drama MSS Rajkamal  Andreanne Nouyrigat unknown","Drama MSS Rajkamal  Andreanne Nouyrigat Melnaattu Marumagan (English: Westernised Son-in-law) is a 2018 Tamil action film directed by MSS and produced by Mano Udhayakumar of Udhaya Creations. The film stars Rajkamal and Andreanne Nouyrigat in the leading roles, with Lollu Sabha Manohar and Muthukaalai in supporting roles.",Drama MSS Rajkamal unknown
1286,Naachiyaar,Bala,"Jyothika, G. V. Prakash Kumar, Ivana",444516,"A lady cop takes interest in the case of a pregnant minor girl and her lover. But there’s a twist in the case, and can she right a wrong, despite pressure from superiors?",Crime Thriller,Jyothika, G. V. Prakash Kumar, Ivana,"A lady cop takes interest in the case of a pregnant minor girl and her lover. But there’s a twist in the case, and can she right a wrong, despite pressure from superiors? Crime Thriller Bala Jyothika  G. V. Prakash Kumar  Ivana","Crime Thriller Bala Jyothika  G. V. Prakash Kumar A lady cop takes interest in the case of a pregnant minor girl and her lover. But there’s a twist in the case, and can she right a wrong, despite pressure from superiors?",Crime Thriller Bala Jyothika  Ivana
1287,Nagesh Thiraiyarangam,Isaq,"Aari, Ashna Zaveri, Kaali Venkat",496903,"A real estate dealer, who sets out to sell his father’s old property, a movie theatre, finds that the building is possessed by a ghost",Romance Horror,Aari, Ashna Zaveri, Kaali Venkat,"A real estate dealer, who sets out to sell his father’s old property, a movie theatre, finds that the building is possessed by a ghost Romance Horror Isaq Aari  Ashna Zaveri  Kaali Venkat","Romance Horror Isaq Aari  Ashna Zaveri A real estate dealer, who sets out to sell his father’s old property, a movie theatre, finds that the building is possessed by a ghost",Romance Horror Isaq Aari  Kaali Venkat
1288,Veera,Rajaraman,"Kreshna, Iswarya Menon, Karunakaran",411303,"Two friends, who aspire to take control of things in their locality, face a series of issues when they take up an assignment involving kidnapping a politician’s daughter.",Romance Comedy,Kreshna, Iswarya Menon, Karunakaran,"Two friends, who aspire to take control of things in their locality, face a series of issues when they take up an assignment involving kidnapping a politician’s daughter. Romance Comedy Rajaraman Kreshna  Iswarya Menon  Karunakaran","Romance Comedy Rajaraman Kreshna  Iswarya Menon Two friends, who aspire to take control of things in their locality, face a series of issues when they take up an assignment involving kidnapping a politician’s daughter.",Romance Comedy Rajaraman Kreshna  Karunakaran
1289,Koottali,S. K. Mathi,"Sathish, Krisha Kurup, Kausalya, Kalyan",485870,"Koottali is a Tamil drama movie, directed by Mathi SK. The cast of Koottali includes Aruldoss,Kausalya.",Romance Crime Thriller,Sathish, Krisha Kurup, Kausalya,"Koottali is a Tamil drama movie, directed by Mathi SK. The cast of Koottali includes Aruldoss,Kausalya. Romance Crime Thriller S. K. Mathi Sathish  Krisha Kurup  Kausalya","Romance Crime Thriller S. K. Mathi Sathish  Krisha Kurup Koottali is a Tamil drama movie, directed by Mathi SK. The cast of Koottali includes Aruldoss,Kausalya.",Romance Crime Thriller S. K. Mathi Sathish  Kausalya
1290,6 Athiyayam,Six directors,"Thaman Kumar, Sanjeev, Vinoth Kishan, Kishore",508217,6 Athiyayam is an anthology that has 6 stories helmed by 6 different directors. All the stories are based on different genres and are penned in a manner that the movie caters to all the sections of the audience with different artists playing the lead. The stories are correlated and the climax of each story is revealed only in the finale that will keep you on the edge of your seat.,Thriller Horror,Thaman Kumar, Sanjeev, Vinoth Kishan,6 Athiyayam is an anthology that has 6 stories helmed by 6 different directors. All the stories are based on different genres and are penned in a manner that the movie caters to all the sections of the audience with different artists playing the lead. The stories are correlated and the climax of each story is revealed only in the finale that will keep you on the edge of your seat. Thriller Horror Six directors Thaman Kumar  Sanjeev  Vinoth Kishan,Thriller Horror Six directors Thaman Kumar  Sanjeev 6 Athiyayam is an anthology that has 6 stories helmed by 6 different directors. All the stories are based on different genres and are penned in a manner that the movie caters to all the sections of the audience with different artists playing the lead. The stories are correlated and the climax of each story is revealed only in the finale that will keep you on the edge of your seat.,Thriller Horror Six directors Thaman Kumar  Vinoth Kishan
1291,Kaathadi,Kalyaan,"Avishek Karthik, Sai Dhanshika, Daniel Annie Pope",412077,"Kaathadi is directed by Kalyan, who got rave reviews and critical acclaim for his recent offering Kadha Solla Porom. It’s an action comedy about the kidnapping of a child and how police officer saves the kid forms the story.",Action Comedy,Avishek Karthik, Sai Dhanshika, Daniel Annie Pope,"Kaathadi is directed by Kalyan, who got rave reviews and critical acclaim for his recent offering Kadha Solla Porom. It’s an action comedy about the kidnapping of a child and how police officer saves the kid forms the story. Action Comedy Kalyaan Avishek Karthik  Sai Dhanshika  Daniel Annie Pope","Action Comedy Kalyaan Avishek Karthik  Sai Dhanshika Kaathadi is directed by Kalyan, who got rave reviews and critical acclaim for his recent offering Kadha Solla Porom. It’s an action comedy about the kidnapping of a child and how police officer saves the kid forms the story.",Action Comedy Kalyaan Avishek Karthik  Daniel Annie Pope
1292,Keni,M. A. Nishad,"Jayaprada, Revathi, Parthiban, Anu Hasan, Nassar",499612,When severe drought strikes the village on the Tamil Nadu-Kerala border Indira fights to make the water accessible in the village.,Drama,Jayaprada, Revathi, Parthiban,When severe drought strikes the village on the Tamil Nadu-Kerala border Indira fights to make the water accessible in the village. Drama M. A. Nishad Jayaprada  Revathi  Parthiban,Drama M. A. Nishad Jayaprada  Revathi When severe drought strikes the village on the Tamil Nadu-Kerala border Indira fights to make the water accessible in the village.,Drama M. A. Nishad Jayaprada  Parthiban
